frame_number,track_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_plate_number,license_text_score
445,106.0,[695.3233032226562 580.7054443359375 1164.0606689453125 1050.6876220703125],[145.7842559814453 215.1781463623047 298.399169921875 262.93121337890625],0.7480801939964294,KE64GYM,0.8044494564872054
446,106.0,[695.1984252929688 580.6961059570312 1164.4044189453125 1049.517822265625],[146.068115234375 215.1896514892578 298.6302795410156 261.78961181640625],0.7187990546226501,KE64GYM,0.5181600184079614
447,106.0,[695.1237182617188 580.8231201171875 1164.4405517578125 1049.7666015625],[146.24563598632812 214.09683227539062 299.4818115234375 261.0935363769531],0.712652325630188,KE64GYH,0.6669798667973522
448,106.0,[695.470458984375 581.1946411132812 1164.34423828125 1049.411376953125],[145.7755889892578 214.26507568359375 299.6795959472656 261.81939697265625],0.7478160262107849,KE64GYH,0.7579706350321795
449,106.0,[695.3897094726562 581.448974609375 1164.2008056640625 1049.2896728515625],[145.950927734375 214.3953399658203 299.5924987792969 261.6983337402344],0.7490230798721313,KE64GYH,0.7636388864937692
450,106.0,[695.499267578125 581.5084838867188 1164.1141357421875 1049.4984130859375],[146.06719970703125 213.99766540527344 299.9638671875 262.1980895996094],0.7455390095710754,KE64GYW,0.938148636381081
451,106.0,[695.724853515625 581.4263916015625 1164.2618408203125 1049.145263671875],[146.2278594970703 213.94485473632812 300.14361572265625 261.9056091308594],0.7471060752868652,KE64GYR,0.6641634323362872
452,106.0,[696.0964965820312 581.2230224609375 1163.9107666015625 1049.19775390625],[145.1780242919922 215.02105712890625 298.4708251953125 261.16693115234375],0.7444297671318054,KE64GYM,0.8376919674005124
453,106.0,[696.2525024414062 581.6571044921875 1163.588623046875 1049.4642333984375],[145.20608520507812 214.213134765625 297.3815002441406 261.2149658203125],0.7439725995063782,KE64GYM,0.7965911257733115
454,106.0,[696.4553833007812 581.759765625 1163.45068359375 1049.955078125],[145.14068603515625 214.27503967285156 297.1508483886719 261.1074523925781],0.7442964911460876,KE64CYM,0.665501523902498
455,106.0,[696.527587890625 582.4883422851562 1163.5946044921875 1049.995849609375],[145.42710876464844 214.13478088378906 297.17529296875 261.081787109375],0.7375495433807373,KE64GYM,0.734395020824668
456,106.0,[694.9951782226562 583.1414794921875 1163.61376953125 1050.083251953125],[147.617431640625 214.53565979003906 300.9417419433594 262.1495056152344],0.7532387971878052,KE64GYR,0.20874506052441932
457,106.0,[694.8380126953125 583.2261962890625 1162.62158203125 1050.8067626953125],[147.8404998779297 214.7985076904297 300.8558654785156 261.68914794921875],0.7431895136833191,KE64GYN,0.43818476883445534
458,106.0,[695.1126098632812 583.76171875 1162.086669921875 1051.112548828125],[144.88070678710938 214.9055938720703 299.2401428222656 265.2974853515625],0.7160965800285339,KE64GYM,0.2590986921415907
459,106.0,[694.6920166015625 584.9529418945312 1161.5330810546875 1054.0037841796875],[147.85585021972656 216.28375244140625 300.99896240234375 264.0172119140625],0.7575581669807434,KE64GYN,0.39843244071665995
460,106.0,[694.7045288085938 585.26025390625 1161.4022216796875 1054.3863525390625],[146.70721435546875 214.87362670898438 299.9540100097656 262.5323486328125],0.7489808797836304,KE64GYW,0.4783843268573423
461,106.0,[694.5831298828125 585.4169311523438 1161.414306640625 1054.91845703125],[146.84017944335938 214.8893585205078 299.8999938964844 262.4056701660156],0.7485508918762207,KE64GYW,0.4813439572922736
462,106.0,[694.5772094726562 585.5560302734375 1161.557373046875 1055.603271484375],[147.57064819335938 214.95480346679688 299.8046569824219 261.39306640625],0.7380733489990234,KE64GYI,0.3384319776405287
